,2B,3B,BA,BB,HBP,HOF,HR,IBB,OBP,OPS,SB,SF,SLG,firstName,games,hits,lastName,player_id,runs,seasons,WAR,BA,WAR,OBP,OPS,SLG,seasons,predictions
1494,5.039999999999999,5.039999999999999,0.14344262295081964,10.02,0.0,0,0.07,0.07,0.17718131370774134,0.38345180551102,2.05,0.07,0.2062704918032787,John Gerhard,90.0,35.0,Sutthoff,sutthja01,21.02,7.0,-1.07,0.14344262295081964,-1.07,0.17718131370774134,0.38345180551102,0.2062704918032787,7.0,0
1498,2.03,2.039999999999999,0.21720000000000006,11.04,5.0,0,0.05,0.05,0.2828510126118583,0.5358224411832868,0.05,0.05,0.25297142857142857,Walter Merrill,58.0,38.01000000000001,Williams,willipo01,21.020000000000003,5.0,0.91,0.21720000000000006,0.91,0.2828510126118583,0.5358224411832868,0.25297142857142857,5.0,0
1500,95.01,53.02,0.27757414195268243,166.0,48.0,0,7.069999999999999,0.11,0.3256498222455841,0.6772859435384865,83.0,0.11,0.35163612129290234,Harry Sterling,783.0,833.0,Wolverton,wolveha01,346.0,11.0,11.38,0.27757414195268243,11.38,0.3256498222455841,0.6772859435384865,0.35163612129290234,11.0,0
1501,73.0,15.02,0.2811244979919679,89.0,19.0,0,2.05,0.07,0.3384895090423999,0.7073168182793477,15.01,0.07,0.3688273092369478,Robert Lynn,382.0,350.0,Wood,woodbo01,149.0,7.0,7.09,0.2811244979919679,7.09,0.3384895090423999,0.7073168182793477,0.3688273092369478,7.0,0
1502,77.02,29.02,0.2520237452779277,110.01,51.0,0,4.069999999999999,0.1,0.3118052142137222,0.6433054840464258,37.03,0.1,0.3315002698327037,Joseph Francis,574.0,467.0,Yeager,yeagejo01,204.01,10.0,9.49,0.2520237452779277,9.49,0.3118052142137222,0.6433054840464258,0.3315002698327037,10.0,0
1504,83.02000000000002,47.03,0.290989110707804,440.0,29.0,0,16.05,0.1,0.3790654552197293,0.7381822126304975,143.02999999999997,0.1,0.3591167574107683,James Erigena,866.0,962.01,Barrett,barreji01,580.01,10.0,19.0,0.290989110707804,19.0,0.3790654552197293,0.7381822126304975,0.3591167574107683,10.0,0
1505,128.0,47.040000000000006,0.26731439960139514,279.0,37.0,0,10.07,0.15,0.3207741071325474,0.6509410229272659,140.0,0.15,0.3301669157947185,John C.,1100.0,1073.0,Barry,barrysh01,516.0,15.0,3.51,0.26731439960139514,3.51,0.3207741071325474,0.6509410229272659,0.3301669157947185,15.0,0
1506,182.0,82.0,0.3107773851590106,425.0,30.0,1,39.02,0.11999999999999998,0.3620534020591583,0.7546435080662255,254.0,0.11999999999999998,0.3925901060070671,Clarence Howeth,1463.0,1759.0,Beaumont,beaumgi01,955.0,12.0,30.2,0.3107773851590106,30.2,0.3620534020591583,0.7546435080662255,0.3925901060070671,12.0,0
1508,275.0,84.02000000000002,0.270902394106814,290.01,73.0,0,33.059999999999995,0.14,0.3165825155571666,0.6873412632551408,181.01,0.14,0.37075874769797423,William Joseph,1461.0,1471.0,Bradley,bradlbi01,754.0,14.0,37.07,0.270902394106814,37.07,0.3165825155571666,0.6873412632551408,0.37075874769797423,14.0,1
1510,25.02,18.03,0.19190404797601202,69.00999999999999,12.0,0,6.059999999999999,0.1,0.23815109779451776,0.4894704381243528,20.040000000000006,0.1,0.25131934032983505,Frederick William Alexander,431.0,256.0,Buelow,buelofr01,125.0,10.0,-2.27,0.19190404797601202,-2.27,0.23815109779451776,0.4894704381243528,0.25131934032983505,10.0,0
1513,133.01,39.01000000000001,0.25220550077841203,203.0,52.0,0,15.06,0.1,0.2986055340585529,0.6172900177119001,159.0,0.1,0.3186844836533472,William Paul,1049.0,972.0,Coughlin,coughbi01,481.0,10.0,8.22,0.25220550077841203,8.22,0.2986055340585529,0.6172900177119001,0.3186844836533472,10.0,0
1514,458.0,309.01,0.3094043887147335,760.0,23.0,1,97.01,0.19000000000000006,0.3616276722440137,0.8138795008751527,366.01,0.19000000000000006,0.45225182863113894,Samuel Earl,2517.0,2961.0,Crawford,crawfsa01,1391.0,19.0,75.14,0.3094043887147335,75.14,0.3616276722440137,0.8138795008751527,0.45225182863113894,19.0,1
1520,44.01000000000001,16.02,0.2523285351397121,78.00999999999998,1.0,0,1.05,0.06000000000000001,0.2991976636218623,0.6185880107852829,34.02,0.06000000000000001,0.3193903471634208,Frank Edward,312.0,298.0,Dillon,dillopo01,146.0,6.0,0.93,0.2523285351397121,0.93,0.2991976636218623,0.6185880107852829,0.3193903471634208,6.0,0
1528,18.020000000000003,10.02,0.17647058823529413,53.0,4.0,0,2.0699999999999985,0.08,0.2360166480560349,0.4730481118043249,7.039999999999999,0.08,0.23703146374829004,Frank George,244.0,129.0,Hahn,hahnno01,65.0,8.0,-1.3,0.17647058823529413,-1.3,0.2360166480560349,0.4730481118043249,0.23703146374829004,8.0,0
1531,117.01,68.02,0.2708654481391764,435.0,17.0,0,22.050000000000004,0.12999999999999998,0.3368628495552889,0.6780211847237541,207.01,0.12999999999999998,0.3411583351684651,Charles Judson,1242.0,1230.0,Hemphill,hemphch01,580.0,13.0,16.06,0.2708654481391764,16.06,0.3368628495552889,0.6780211847237541,0.3411583351684651,13.0,0
1534,64.00999999999999,32.01,0.2529181483491105,136.01,11.0,0,3.04,0.07,0.2991136221177994,0.6135337368258051,49.01,0.07,0.3144201147080057,Rudolph Edward,644.0,564.01,Hulswitt,hulswru01,208.01,7.0,1.22,0.2529181483491105,1.22,0.2991136221177994,0.6135337368258051,0.3144201147080057,7.0,0
1538,40.0,33.01,0.2505868544600939,160.0,31.0,0,5.0299999999999985,0.07,0.32610932577688423,0.64777012389895,48.01000000000001,0.07,0.3216607981220657,Arthur William,507.0,427.0,Krueger,kruegot01,230.0,7.0,5.64,0.2505868544600939,5.64,0.32610932577688423,0.64777012389895,0.3216607981220657,7.0,0
1546,180.01,74.02,0.26203852327447835,333.01,51.0,0,20.050000000000004,0.11999999999999998,0.31482285265073684,0.65475062151109,184.02,0.11999999999999998,0.33992776886035314,Alfred Joseph,1327.0,1306.0,Parent,parenfr01,633.01,12.0,35.78,0.26203852327447835,35.78,0.31482285265073684,0.65475062151109,0.33992776886035314,12.0,0
1547,23.030000000000005,6.089999999999997,0.1887755102040816,49.01,11.0,0,3.0999999999999983,0.12999999999999998,0.23555482915761336,0.4697487067086338,4.1099999999999985,0.12999999999999998,0.2341938775510204,Charles Louis,377.0,185.0,Phillippe,phillde01,96.01,13.0,-0.26,0.1887755102040816,-0.26,0.23555482915761336,0.4697487067086338,0.2341938775510204,13.0,0
1551,218.0,54.01,0.2944369063772049,293.0,40.0,0,51.02,0.09,0.3529039916975478,0.7773490391873714,66.0,0.09,0.4244450474898236,Ralph Orlando,997.0,1085.0,Seybold,seyboso01,478.0,9.0,24.39,0.2944369063772049,24.39,0.3529039916975478,0.7773490391873714,0.4244450474898236,9.0,0
1552,124.0,56.01000000000001,0.2682145716573259,619.0,23.0,0,2.089999999999999,0.11,0.35153624175477244,0.6682476108500486,273.0,0.11,0.3167113690952762,James Franklin,1298.0,1340.0,Slagle,slaglji01,779.0,11.0,15.54,0.2682145716573259,15.54,0.35153624175477244,0.6682476108500486,0.3167113690952762,11.0,0
1553,3.03,1.04,0.21838028169014084,14.02,2.0,0,0.05,0.05,0.2975264123489593,0.5529489475602268,6.03,0.05,0.2554225352112676,Morris James,43.0,31.01,Steelman,steelfa01,8.02,5.0,-0.42,0.21838028169014084,-0.42,0.2975264123489593,0.5529489475602268,0.2554225352112676,5.0,0
1554,119.02,33.06,0.2130561389847053,170.01999999999995,32.0,1,21.080000000000013,0.16,0.2543489556271433,0.5355100131480781,98.04000000000002,0.16,0.2811610575209349,William Joseph,1147.0,777.02,Sullivan,sullibi03,363.02,16.0,5.97,0.2130561389847053,5.97,0.2543489556271433,0.5355100131480781,0.2811610575209349,16.0,1
1556,242.0,139.0,0.2749498266739646,474.0,36.0,0,49.01,0.11,0.3366654927050246,0.7333139145258603,151.0,0.11,0.3966484218208357,James Thomas,1456.0,1507.0,Williams,williji01,781.0,11.0,32.44,0.2749498266739646,32.44,0.3366654927050246,0.7333139145258603,0.3966484218208357,11.0,0
1562,90.03,31.02,0.255421888812408,215.02,17.0,0,4.0699999999999985,0.11,0.3112464206532348,0.6240685281930407,143.01999999999995,0.11,0.3128221075398059,John Augustus,813.0,731.02,Donahue,donahji02,319.02,11.0,13.48,0.255421888812408,13.48,0.3112464206532348,0.6240685281930407,0.3128221075398059,11.0,0
1565,64.02000000000001,12.079999999999998,0.2433166419892709,201.02,17.0,0,5.1,0.12999999999999998,0.3489015209709632,0.669211637711166,35.04,0.12999999999999998,0.3203101167402028,Frederick Lawrence,490.0,327.02,Jacklitsch,jacklfr01,160.01999999999995,13.0,6.81,0.2433166419892709,6.81,0.3489015209709632,0.669211637711166,0.3203101167402028,13.0,0
1566,181.0,61.01000000000001,0.2713982551285074,281.0,12.0,1,20.040000000000006,0.14,0.31847274235025824,0.6754970290750872,123.02,0.14,0.357024286724829,John,1260.0,1151.0,Kling,klingjo01,474.0,14.0,24.91,0.2713982551285074,24.91,0.31847274235025824,0.6754970290750872,0.357024286724829,14.0,1
1568,289.02,102.04,0.28949805519540656,335.01,47.0,1,44.03999999999999,0.16,0.3364388177479645,0.7417397994112355,193.03,0.16,0.4053009816632709,Daniel Francis,1496.0,1563.0,Murphy,murphda02,705.02,16.0,35.87,0.28949805519540656,35.87,0.3364388177479645,0.7417397994112355,0.4053009816632709,16.0,1
1569,4.039999999999999,1.07,0.12365591397849462,13.01,5.0,0,1.07,0.08,0.1443530291697831,0.2806299108902132,4.04,0.08,0.1362768817204301,Charles Reno,262.0,92.0,Pittinger,pittito01,39.0,8.0,-5.89,0.12365591397849462,-5.89,0.1443530291697831,0.2806299108902132,0.1362768817204301,8.0,0
1573,6.05,4.0699999999999985,0.14418604651162792,41.0,1.0,0,0.1,0.1,0.1964779508077427,0.3631291135984404,1.09,0.1,0.16665116279069767,Luther Haden,276.0,93.0,Taylor,taylodu01,51.01,10.0,-2.52,0.14418604651162792,-2.52,0.1964779508077427,0.3631291135984404,0.16665116279069767,10.0,0
1574,65.02,42.02,0.27348760042575593,195.01,18.0,0,5.059999999999999,0.09,0.3277195761817805,0.6634190621685759,169.01999999999995,0.09,0.33569948598679544,Harry Elbert,675.0,722.01,Bay,bayha01,413.01,9.0,11.07,0.27348760042575593,11.07,0.3277195761817805,0.6634190621685759,0.33569948598679544,9.0,0
1575,45.0,21.01,0.17040951122853368,88.0,0.0,0,2.09,0.11,0.19383141159971887,0.3950500377555973,23.01,0.11,0.2012186261558785,William Aloysius,947.0,516.0,Bergen,bergebi01,138.0,11.0,-13.48,0.17040951122853368,-13.48,0.19383141159971887,0.3950500377555973,0.2012186261558785,11.0,0
1578,97.02,52.03,0.2520644907589461,134.0,11.0,0,27.03,0.09,0.2924009240762028,0.65542491149264,73.02000000000002,0.09,0.3630239874164373,David Leonard,679.0,641.0,Brain,brainda01,254.0,9.0,11.5,0.2520644907589461,11.5,0.2924009240762028,0.65542491149264,0.3630239874164373,9.0,0
1580,119.04000000000002,55.03999999999999,0.27348837209302324,259.0,20.0,0,18.090000000000007,0.15,0.3177445595798347,0.6571375828356487,190.02,0.15,0.33939302325581394,George Edward,1102.0,1176.0,Browne,brownge01,614.01,15.0,7.39,0.27348837209302324,7.39,0.3177445595798347,0.6571375828356487,0.33939302325581394,15.0,0
1587,176.0,82.0,0.2483698873740368,345.0,35.0,1,22.0,0.11,0.3008577293971267,0.629448916909476,262.0,0.11,0.3285911875123493,William Edward,1374.0,1257.0,Conroy,conrowi01,605.0,11.0,21.8,0.2483698873740368,21.8,0.3008577293971267,0.629448916909476,0.3285911875123493,11.0,1
1591,32.0,19.02,0.2608024691358025,167.0,6.0,0,3.03,0.05,0.347843844661516,0.6697034125627506,65.0,0.05,0.3218595679012345,Alfonzo DeFord,348.0,338.0,Davis,davisle01,232.0,5.0,3.06,0.2608024691358025,3.06,0.347843844661516,0.6697034125627506,0.3218595679012345,5.0,0
1592,191.0,59.04,0.2833048154485456,378.0,92.0,0,19.070000000000004,0.15,0.3571467721956086,0.7299871535204681,151.01,0.15,0.3728403813248594,James Christopher,1186.0,1159.0,Delahanty,delahji01,520.01,15.0,19.08,0.2833048154485456,19.08,0.3571467721956086,0.7299871535204681,0.3728403813248594,15.0,0
1593,85.0,23.0,0.2630395683453237,187.0,17.0,0,7.0299999999999985,0.07,0.3249494454443241,0.6563748051565543,78.01,0.07,0.33142535971223025,John Gordon,582.0,585.0,Dobbs,dobbsjo01,305.0,7.0,6.02,0.2630395683453237,6.02,0.3249494454443241,0.6563748051565543,0.33142535971223025,7.0,0
1596,93.01,28.0,0.2610497237569061,193.0,10.0,0,4.0299999999999985,0.05,0.3242037009747163,0.6594246954498544,68.0,0.05,0.3352209944751381,John Sebastian,541.0,567.0,Farrell,farrejo02,329.0,5.0,8.11,0.2610497237569061,8.11,0.3242037009747163,0.6594246954498544,0.3352209944751381,5.0,0
1598,192.0,89.0,0.23875,161.0,13.0,0,40.0,0.09,0.26537517415245804,0.6062085074857914,89.0,0.09,0.3408333333333333,Albert Samuel,1287.0,1146.0,Ferris,ferriho01,473.0,9.0,16.42,0.23875,16.42,0.26537517415245804,0.6062085074857914,0.3408333333333333,9.0,0
1604,72.01,17.03,0.2468039772727273,270.0,72.0,0,4.049999999999999,0.08,0.32836406930793394,0.6171495806715703,167.0,0.08,0.28878551136363634,William Oliver,850.0,695.0,Gilbert,gilbebi02,375.0,8.0,5.6,0.2468039772727273,5.6,0.32836406930793394,0.6171495806715703,0.28878551136363634,8.0,0
1605,24.01,11.02,0.21822033898305085,48.02,10.0,0,3.03,0.05,0.2634746075623459,0.5401059634945493,31.01,0.05,0.2766313559322034,Harry Gilbert,274.0,206.0,Gleason,gleasha01,88.01,5.0,0.69,0.21822033898305085,0.69,0.2634746075623459,0.5401059634945493,0.2766313559322034,5.0,0
1622,56.01,28.01,0.2334630350194553,93.0,13.0,0,5.039999999999999,0.06000000000000001,0.2761067892874765,0.5802479788372263,100.01,0.06000000000000001,0.30414118954974984,Charles Claude,483.0,420.0,Jones,jonesch03,217.0,6.0,3.31,0.2334630350194553,3.31,0.2761067892874765,0.5802479788372263,0.30414118954974984,6.0,0
1623,98.04,40.04,0.2702729199788023,478.01,22.0,0,9.119999999999996,0.16,0.35562928007075056,0.6803484109663521,207.01,0.16,0.32471913089560145,David Jefferson,1090.0,1020.01,Jones,jonesda01,643.01,16.0,16.42,0.2702729199788023,16.42,0.35562928007075056,0.6803484109663521,0.32471913089560145,16.0,0
1625,74.02000000000002,24.03,0.26144511858797576,254.02,9.0,1,32.02,0.07,0.3550038774812267,0.7367689078176856,48.03,0.07,0.3817650303364588,Timothy Joseph,540.0,474.0,Jordan,jordati01,220.0,7.0,11.24,0.26144511858797576,11.24,0.3550038774812267,0.7367689078176856,0.3817650303364588,7.0,1
1630,17.02,12.03,0.2090766550522648,41.02,22.0,0,0.07,0.07,0.28729064967273066,0.5683011026344031,9.03,0.07,0.2810104529616725,Patrick Joseph,206.0,120.01,Livingston,livinpa01,48.02,7.0,1.89,0.2090766550522648,1.89,0.28729064967273066,0.5683011026344031,0.2810104529616725,7.0,0
1632,54.0,42.02,0.2362681744749596,162.0,40.0,0,6.039999999999999,0.07,0.2938683454876086,0.593205986844636,155.01,0.07,0.29933764135702745,William Alphonse,696.0,585.0,Maloney,malonbi01,294.0,7.0,3.14,0.2362681744749596,3.14,0.2938683454876086,0.593205986844636,0.29933764135702745,7.0,0
1633,140.01999999999998,47.06,0.21769815418023888,419.01,64.0,0,7.109999999999998,0.17,0.2805723909085765,0.5445010915962348,133.02999999999997,0.17,0.2639287006876583,George Florian,1659.0,1203.0,McBride,mcbrige01,516.01,17.0,20.98,0.21769815418023888,20.98,0.2805723909085765,0.5445010915962348,0.2639287006876583,17.0,0
1636,140.01,69.01,0.2693279434057605,439.0,28.0,0,4.069999999999999,0.1,0.34643284897516435,0.6890907570095252,120.0,0.1,0.3426579080343608,Matthew Martin,1072.0,1066.0,McIntyre,mcintma01,562.0,10.0,20.43,0.2693279434057605,20.43,0.34643284897516435,0.6890907570095252,0.3426579080343608,10.0,0
1638,90.02,26.07000000000001,0.2621873819418209,136.01999999999998,9.0,1,6.099999999999999,0.14,0.30049495730903675,0.6233019085746203,20.040000000000006,0.14,0.3228069512655836,John Bannerman,862.0,694.01,McLean,mcleala01,183.02,14.0,11.06,0.2621873819418209,11.06,0.30049495730903675,0.6233019085746203,0.3228069512655836,14.0,1
1642,16.040000000000006,7.039999999999999,0.20980769230769228,22.03,5.0,0,0.09,0.09,0.2454266257177193,0.5083636886547822,8.06,0.09,0.2629370629370629,Frederick Francis,201.0,120.01,Mitchell,mitchfr01,55.02,9.0,-0.31,0.20980769230769228,-0.31,0.2454266257177193,0.5083636886547822,0.2629370629370629,9.0,0
1643,102.02,24.04000000000001,0.2346308480225967,142.01999999999995,37.0,1,18.07000000000001,0.14,0.2833245058066167,0.5955214982250205,55.03999999999999,0.14,0.3121969924184039,Patrick Joseph,818.0,618.02,Moran,moranpa01,198.02,14.0,6.83,0.2346308480225967,6.83,0.2833245058066167,0.5955214982250205,0.3121969924184039,14.0,1
1647,12.03,0.08,0.15942028985507245,34.02,2.0,0,2.069999999999999,0.08,0.2177229820843768,0.41523851003468737,5.049999999999999,0.08,0.19751552795031052,Frank Malcolm,195.0,77.0,Owen,owenfr01,33.010000000000005,8.0,-0.08,0.15942028985507245,-0.08,0.2177229820843768,0.41523851003468737,0.19751552795031052,8.0,0
1648,7.02,1.06,0.15555555555555556,18.020000000000003,2.0,0,1.06,0.07,0.1883554330311208,0.3687998774755653,1.06,0.07,0.18044444444444446,Roy Lewis,184.0,77.0,Patterson,pattero01,44.0,7.0,-1.75,0.15555555555555556,-1.75,0.1883554330311208,0.3687998774755653,0.18044444444444446,7.0,0
1657,5.0299999999999985,2.04,0.21184027777777775,6.01,3.0,0,0.05,0.05,0.2357099575843264,0.479703013139882,3.03,0.05,0.24399305555555556,John Thomas,103.0,61.01,Slattery,slattja01,14.01,5.0,-0.72,0.21184027777777775,-0.72,0.2357099575843264,0.479703013139882,0.24399305555555556,5.0,0
1658,22.02,7.049999999999999,0.21316733067729085,55.02,12.0,0,2.08,0.1,0.2623795653148107,0.5177381310518625,23.02,0.1,0.2553585657370518,Harry Thomas,343.0,214.02,Smith,smithha03,83.02,10.0,-0.47,0.21316733067729085,-0.47,0.2623795653148107,0.5177381310518625,0.2553585657370518,10.0,0
1660,14.02,3.03,0.16627634660421545,12.01,4.0,0,1.05,0.06000000000000001,0.19637980454555715,0.4170589614542223,3.03,0.06000000000000001,0.2206791569086651,John,155.0,71.0,Townsend,townsha01,26.01,6.0,-0.88,0.16627634660421545,-0.88,0.19637980454555715,0.4170589614542223,0.2206791569086651,6.0,0
1661,207.01,77.03,0.25316669481506504,435.01,34.0,1,8.129999999999997,0.17,0.3079741102754539,0.6262412948726503,256.01,0.17,0.31826718459719644,Terrance Lamont,1659.0,1499.0,Turner,turnete01,699.01,17.0,38.18,0.25316669481506504,38.18,0.3079741102754539,0.6262412948726503,0.31826718459719644,17.0,1
1665,9.04,4.059999999999999,0.2054716981132076,22.02,4.0,0,0.08,0.08,0.2465315046710396,0.4884811902056308,10.03,0.08,0.24194968553459126,Robert Kitridge,172.0,98.01,Wicker,wickebo01,54.0,8.0,0.52,0.2054716981132076,0.52,0.2465315046710396,0.4884811902056308,0.24194968553459126,8.0,0
1666,5.049999999999999,0.09,0.1925675675675676,20.03,4.0,0,1.08,0.09,0.22403103291566576,0.43090603291566576,9.05,0.09,0.206875,George Lovington,223.0,114.0,Winter,wintege01,56.01,9.0,-0.96,0.1925675675675676,-0.96,0.22403103291566576,0.43090603291566576,0.206875,9.0,0
1669,26.01,20.01,0.24771573604060915,85.0,7.0,0,6.02,0.05,0.3119632329046934,0.6450495273209371,27.02,0.05,0.3330862944162437,Harry John,271.0,244.0,Arndt,arndtha01,118.0,5.0,1.5,0.24771573604060915,1.5,0.3119632329046934,0.6450495273209371,0.3330862944162437,5.0,0
1671,35.0,15.01,0.2483745123537061,62.0,18.0,0,4.0299999999999985,0.05,0.2855288773523686,0.5840399306683633,61.0,0.05,0.2985110533159948,George Oliver,401.0,382.0,Barclay,barclge01,167.0,5.0,-3.41,0.2483745123537061,-3.41,0.2855288773523686,0.5840399306683633,0.2985110533159948,5.0,0
1673,92.0,29.01,0.2552714221624047,79.01,36.0,0,5.049999999999999,0.09,0.2918006910967962,0.6211726067540415,49.0,0.09,0.3293719156572454,Harry Parker,704.0,569.0,Bemis,bemisha01,214.0,9.0,10.43,0.2552714221624047,10.43,0.2918006910967962,0.6211726067540415,0.3293719156572454,9.0,0
1683,27.02,13.03,0.2897678417884781,57.0,6.0,0,6.02,0.05,0.3262509685575629,0.6771881998559293,31.01,0.05,0.3509372312983663,William Millar,307.0,337.0,Congalton,congabu01,115.0,5.0,5.58,0.2897678417884781,5.58,0.3262509685575629,0.6771881998559293,0.3509372312983663,5.0,0
1684,52.02,17.03,0.24518479958355024,188.0,25.0,0,5.05,0.08,0.3205128205128205,0.6183941323295825,35.01,0.08,0.29788131181676203,Edward Ernest,558.0,471.0,Courtney,courter01,226.0,8.0,5.3,0.24518479958355024,5.3,0.3205128205128205,0.6183941323295825,0.29788131181676203,8.0,0
1688,139.01999999999998,31.04000000000001,0.24000999000999,155.01,20.0,1,10.119999999999996,0.16,0.271826702431344,0.5696438852485268,133.01999999999998,0.16,0.2978171828171828,Charles Sebastian,1290.0,961.0,Dooin,dooinre01,333.0,16.0,3.79,0.24000999000999,3.79,0.271826702431344,0.5696438852485268,0.2978171828171828,16.0,0
1689,138.0,78.00999999999998,0.2838964458095656,378.01,54.0,0,17.05,0.11999999999999998,0.34588477654890754,0.7055096120030542,261.01,0.11999999999999998,0.3596248354541466,Patrick Henry,1233.0,1294.0,Dougherty,doughpa01,678.0,12.0,17.66,0.2838964458095656,17.66,0.34588477654890754,0.7055096120030542,0.3596248354541466,12.0,0
1690,41.01,10.02,0.2578125,114.01,18.0,0,2.05,0.06000000000000001,0.35309508987627425,0.6859075898762743,21.02,0.07,0.3328125,Lewis L.,293.0,231.0,Drill,drillle01,87.0,7.0,6.45,0.2578125,6.45,0.35309508987627425,0.6859075898762743,0.3328125,7.0,0
